CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment,CLV
12880.0,382,2,640.13,2,2,3,223,Potential,33.314990455182624
12881.0,276,1,298.0,2,1,2,212,Lost,0.0
12882.0,9,2,1463.04,5,2,4,524,Potential,819.3163261323684
12883.0,25,4,703.47,4,3,3,433,Loyal,240.77776879451073
12884.0,88,1,309.05,3,1,2,312,Lost,0.0
12885.0,63,3,1175.22,3,3,3,333,Loyal,246.91532173306092
12886.0,68,2,1378.4,3,2,4,324,Potential,206.9932981941374
12887.0,384,1,222.4,2,1,1,211,Lost,0.0
12888.0,214,2,354.12,2,2,2,222,Potential,15.297909600080088
12889.0,381,4,385.46000000000004,2,3,2,232,Potential,9.058817170852354
12890.0,24,2,717.27,4,2,3,423,Potential,91.4022689847936
12891.0,186,11,840.5,3,5,3,353,Loyal,50.46988767087937
12892.0,397,1,263.38,2,1,1,211,Lost,0.0
12893.0,31,1,188.14,4,1,1,411,Lost,0.0
12894.0,575,1,157.35,1,1,1,111,Lost,0.0
12895.0,42,2,372.8,4,2,2,422,Potential,59.93667487056372
12897.0,205,4,514.25,2,3,2,232,Potential,41.43583896418615
12898.0,464,2,310.96000000000004,1,2,2,122,Lost,13.146676230531385
12899.0,414,1,366.4,1,1,2,112,Lost,0.0
12900.0,422,1,340.33,1,1,2,112,Lost,0.0
12901.0,9,28,17654.54,5,5,5,555,Champions,2512.0329906521333
12902.0,265,1,138.68,2,1,1,211,Lost,0.0
12903.0,429,1,833.53,1,1,3,113,Lost,0.0
12904.0,18,2,509.58,5,2,2,522,Potential,111.43683880060254
12905.0,577,2,1018.42,1,2,3,123,Lost,19.461368386390205
12906.0,12,5,2919.81,5,4,5,545,Champions,620.0021735781096
12907.0,396,2,508.91,2,2,2,222,Potential,16.18485658063102
12908.0,176,5,1776.0,3,4,4,344,Loyal,126.70538906696831
12909.0,40,8,3103.19,4,4,5,445,Champions,235.24582245467857
12910.0,23,13,5796.52,4,5,5,455,Champions,391.5254234535642
12911.0,552,1,1680.47,1,1,4,114,Lost,0.0
12912.0,3,5,1662.3,5,4,4,544,Champions,626.335175019022
12913.0,5,13,6700.860000000001,5,5,5,555,Champions,422.388957824838
12914.0,401,1,223.98,2,1,1,211,Lost,0.0
12915.0,149,4,1174.75,3,3,3,333,Loyal,98.87897584036435
12916.0,139,7,4654.0199999999995,3,4,5,345,Loyal,326.9884824598514
12917.0,128,6,4359.2,3,4,5,345,Loyal,225.74441127997116
12918.0,626,1,10953.5,1,1,5,115,Lost,0.0
12919.0,8,6,1335.19,5,4,4,544,Champions,268.07540934553225
12920.0,17,4,488.09000000000003,5,3,2,532,Potential,36.53459614469896
12921.0,9,74,35921.04,5,5,5,555,Champions,2246.400129451473
12922.0,161,1,405.38,3,1,2,312,Lost,0.0
12923.0,64,3,789.87,3,3,3,333,Loyal,45.616500376198346
12924.0,88,12,2469.4,3,5,4,354,Loyal,155.35200447209604
12925.0,5,3,729.3299999999999,5,3,3,533,Loyal,86.58222822517361
12926.0,411,4,1548.46,2,3,4,234,Potential,61.61714569398918
12927.0,395,1,197.31,2,1,1,211,Lost,0.0
12928.0,35,12,4304.89,4,5,5,455,Champions,340.8740713392269
12929.0,312,1,117.85,2,1,1,211,Lost,0.0
12930.0,78,2,415.8,3,2,2,322,Potential,74.825955254428
12931.0,22,57,92347.34,4,5,5,455,Champions,5749.911187379823
12932.0,539,8,1698.56,1,4,4,144,At Risk,0.7222014246611543
12933.0,24,8,1687.03,4,4,4,444,Champions,116.70663341235802
12934.0,737,1,181.65,1,1,1,111,Lost,0.0
12935.0,2,15,4243.86,5,5,5,555,Champions,305.2604113785569
12936.0,17,4,1063.9,5,3,3,533,Loyal,120.93903694506074
12937.0,15,9,3097.61,5,5,5,555,Champions,211.25219803028617
12938.0,26,1,114.14,4,1,1,411,Lost,0.0
12939.0,64,20,25264.8,3,5,5,355,Loyal,1712.4184806191622
12940.0,55,2,913.54,4,2,3,423,Potential,303.1852185536584
12941.0,724,1,377.49,1,1,2,112,Lost,0.0
12942.0,131,3,942.65,3,3,3,333,Loyal,70.94845554077061
12943.0,558,2,496.5,1,2,2,122,Lost,5.893669030242393
12944.0,36,2,604.51,4,2,3,423,Potential,81.09501715966714
12945.0,288,2,900.11,2,2,3,223,Potential,60.856838167145106
12946.0,437,1,324.45,1,1,2,112,Lost,0.0
12947.0,144,6,1908.03,3,4,4,344,Loyal,150.226452374441
12948.0,16,9,2317.43,5,5,4,554,Champions,157.73989713793725
12949.0,31,22,15526.7,4,5,5,455,Champions,918.5391552856669
12950.0,2,3,1843.0,5,3,4,534,Loyal,994.6504386789591
12951.0,9,15,3213.7200000000003,5,5,5,555,Champions,215.60658870779488
12952.0,6,4,1387.79,5,3,4,534,Loyal,303.4641242605352
12953.0,10,2,828.8100000000001,5,2,3,523,Potential,62.877769257826266
12954.0,639,1,162.45,1,1,1,111,Lost,0.0
12955.0,1,11,4757.16,5,5,5,555,Champions,674.0676083799731
12956.0,306,4,521.89,2,3,2,232,Potential,34.564114930300036
12957.0,10,13,8706.97,5,5,5,555,Champions,537.6435349757751
12958.0,400,2,539.49,2,2,2,222,Potential,38.3362208640655
12959.0,484,1,150.95,1,1,1,111,Lost,0.0
12960.0,414,4,1322.07,1,3,4,134,At Risk,42.8124737122223
12961.0,379,1,211.99,2,1,1,211,Lost,0.0
12962.0,7,2,266.39,5,2,1,521,Lost,51.366568101170735
12963.0,8,12,3601.59,5,5,5,555,Champions,271.87010513118406
12964.0,437,1,132.24,1,1,1,111,Lost,0.0
12965.0,89,1,771.91,3,1,3,313,Lost,0.0
12966.0,10,1,160.18,5,1,1,511,Lost,0.0
12967.0,358,3,4306.92,2,3,5,235,Potential,88.303407316727
12968.0,112,1,135.95,3,1,1,311,Lost,0.0
12969.0,603,1,122.45,1,1,1,111,Lost,0.0
12970.0,7,10,1524.97,5,5,4,554,Champions,104.91656563698598
12971.0,4,116,15972.79,5,5,5,555,Champions,1005.8675986656207
12972.0,414,4,1161.2,1,3,3,133,At Risk,32.599031199919686
12973.0,414,1,385.55,1,1,2,112,Lost,0.0
12974.0,198,2,408.95,2,2,2,222,Potential,23.11847250405826
12975.0,437,6,2100.09,1,4,4,144,At Risk,55.764498417714854
12976.0,212,8,3156.38,2,4,5,245,Potential,195.2940453074514
12977.0,156,4,517.63,3,3,2,332,Potential,37.98899579397507
12978.0,385,5,2502.82,2,4,4,244,Potential,73.70139656424041
12980.0,158,21,16245.78,3,5,5,355,Loyal,695.6524353095701
12981.0,30,2,372.21999999999997,4,2,2,422,Potential,88.74036606517319
12982.0,243,8,2744.81,2,4,4,244,Potential,117.72642529928174
12983.0,598,1,490.08000000000004,1,1,2,112,Lost,0.0
12984.0,19,1,97.5,5,1,1,511,Lost,0.0
12985.0,1,2,1239.38,5,2,4,524,Potential,422.01481108473115
12986.0,429,10,2729.84,1,5,4,154,At Risk,27.4451637185321
12987.0,74,5,1312.21,3,4,4,344,Loyal,88.97961342537364
12988.0,292,1,535.32,2,1,2,212,Lost,0.0
12989.0,3,33,13551.75,5,5,5,555,Champions,856.8839844854344
12990.0,31,7,955.5,4,4,3,443,Loyal,73.35766514962322
12991.0,23,3,764.82,4,3,3,433,Loyal,87.66453468036582
12992.0,725,1,93.35000000000001,1,1,1,111,Lost,0.0
12993.0,23,8,1259.6299999999999,4,4,4,444,Champions,90.61938104613077
12994.0,4,3,974.4200000000001,5,3,3,533,Loyal,143.75436127601887
12995.0,85,1,211.32,3,1,1,311,Lost,0.0
12996.0,376,1,355.5,2,1,2,212,Lost,0.0
12997.0,22,8,2110.91,4,4,4,444,Champions,181.61157205638477
12998.0,493,3,920.08,1,3,3,133,At Risk,24.486242931431374
12999.0,196,3,455.88,2,3,2,232,Potential,18.283416891379424
13000.0,107,4,1032.5,3,3,3,333,Loyal,47.38191707918451
13001.0,4,33,24172.100000000002,5,5,5,555,Champions,1495.1216640619116
13002.0,318,3,414.13,2,3,2,232,Potential,18.106274185303352
13003.0,106,3,149.05,3,3,1,331,Lost,21.13984234087532
13004.0,12,36,11650.85,5,5,5,555,Champions,735.4575192664415
13005.0,174,4,999.68,3,3,3,333,Loyal,90.2301575802526
13006.0,56,1,81.57,4,1,1,411,Lost,0.0
13007.0,580,1,175.25,1,1,1,111,Lost,0.0
13008.0,323,3,612.13,2,3,3,233,Potential,36.20926158319728
13009.0,673,1,234.0,1,1,1,111,Lost,0.0
13010.0,374,2,330.12,2,2,2,222,Potential,17.38557169476671
13011.0,372,1,101.10000000000001,2,1,1,211,Lost,0.0
13012.0,9,11,2972.83,5,5,5,555,Champions,218.74095554487988
13013.0,1,29,12625.77,5,5,5,555,Champions,779.5386073230482
13014.0,11,11,5381.08,5,5,5,555,Champions,378.64380227788627
13015.0,53,11,6586.42,4,5,5,455,Champions,494.8563295393279
13016.0,73,3,789.89,3,3,3,333,Loyal,164.9493167654479
13017.0,7,1,204.0,5,1,1,511,Lost,0.0
13018.0,16,35,9763.16,5,5,5,555,Champions,649.3868453962634
13019.0,379,6,1229.95,2,4,4,244,Potential,37.637077090146434
13020.0,563,2,618.96,1,2,3,123,Lost,7.8627863275114525
13021.0,4,17,4887.24,5,5,5,555,Champions,313.7032931547951
13023.0,64,3,1449.03,3,3,4,334,Loyal,92.72759360092638
13024.0,471,2,555.87,1,2,2,122,Lost,21.44646487624644
13025.0,732,1,323.39,1,1,2,112,Lost,0.0
13026.0,1,9,1733.08,5,5,4,554,Champions,102.25993866557727
13027.0,114,19,17335.2,3,5,5,355,Loyal,1060.6760575835833
13028.0,23,2,661.3199999999999,4,2,3,423,Potential,227.05817257881247
13029.0,31,5,1927.3,4,4,4,444,Champions,173.74686693431914
13030.0,11,2,1227.22,5,2,4,524,Potential,93.42781387772682
13031.0,407,5,3419.27,2,4,5,245,Potential,41.43145642898721
13032.0,52,9,2843.55,4,5,4,454,Champions,263.89374057822454
13033.0,357,2,220.55,2,2,1,221,Lost,18.381514932702327
13034.0,55,3,922.68,4,3,3,433,Loyal,135.43055587984358
13035.0,74,3,1364.2,3,3,4,334,Loyal,144.57228202298916
13036.0,685,1,307.1,1,1,2,112,Lost,0.0
13037.0,138,12,3914.9500000000003,3,5,5,355,Loyal,235.2463339744948
13038.0,80,3,908.46,3,3,3,333,Loyal,106.08980907549062
13039.0,584,4,1010.73,1,3,3,133,At Risk,8.056480248637879
13040.0,9,2,676.99,5,2,3,523,Potential,309.5336885888554
13041.0,451,4,799.13,1,3,3,133,At Risk,12.29993371730768
13042.0,598,3,1556.54,1,3,4,134,At Risk,18.47711372825791
13043.0,273,1,516.42,2,1,2,212,Lost,0.0
13044.0,291,11,4853.9,2,5,5,255,Potential,118.48174866920559
13045.0,99,3,808.92,3,3,3,333,Loyal,68.09165525846201
13046.0,31,3,949.25,4,3,3,433,Loyal,96.43102698477715
13047.0,32,24,8795.16,4,5,5,455,Champions,567.952960842332
13048.0,14,9,4084.21,5,5,5,555,Champions,284.74516743027203
13049.0,64,4,1408.24,3,3,4,334,Loyal,167.96772891514112
13050.0,15,35,12344.53,5,5,5,555,Champions,778.4630762544377
13051.0,579,2,155.8,1,2,1,121,Lost,2.278862218079116
13052.0,212,7,3168.53,2,4,5,245,Potential,196.51999602393192
13053.0,622,1,127.65,1,1,1,111,Lost,0.0
13055.0,78,4,2321.11,3,3,4,334,Loyal,190.5325332781001
13056.0,551,1,209.48,1,1,1,111,Lost,0.0
13057.0,530,3,722.09,1,3,3,133,At Risk,8.23073897001229
13058.0,25,3,271.40000000000003,4,3,1,431,Lost,73.5285173808486
13059.0,250,10,2303.17,2,5,4,254,Potential,81.22555098195615
13060.0,254,1,307.53,2,1,2,212,Lost,0.0
13061.0,72,1,248.61,3,1,1,311,Lost,0.0
13062.0,191,1,346.98,3,1,2,312,Lost,0.0
13063.0,481,1,188.4,1,1,1,111,Lost,0.0
13064.0,13,6,1680.74,5,4,4,544,Champions,136.60331804986694
13065.0,373,5,1260.91,2,4,4,244,Potential,30.197155442581316
13066.0,24,2,470.8,4,2,2,422,Potential,255.91916069605438
13067.0,82,3,508.51,3,3,2,332,Potential,39.07130149667764
13068.0,10,2,344.0,5,2,2,522,Potential,50.10429413341565
13069.0,1,38,9683.13,5,5,5,555,Champions,740.3836975472833
13070.0,192,4,751.7,3,3,3,333,Loyal,50.19381489572411
13071.0,612,1,129.22,1,1,1,111,Lost,0.0
13072.0,267,1,177.15,2,1,1,211,Lost,0.0
13073.0,411,2,418.08,2,2,2,222,Potential,6.290001882314968
13074.0,511,4,1378.74,1,3,4,134,At Risk,27.191519101113215
13075.0,130,1,919.61,3,1,3,313,Lost,0.0
13076.0,458,1,135.4,1,1,1,111,Lost,0.0
13077.0,1,11,3064.67,5,5,5,555,Champions,204.39277235858393
13078.0,3,57,29532.45,5,5,5,555,Champions,1818.1383628650026
13079.0,4,6,419.18,5,4,2,542,Potential,27.784613790110118
13080.0,179,4,280.73,3,3,2,332,Potential,20.415211497826192
13081.0,12,28,59205.15,5,5,5,555,Champions,3721.2673290158614
13082.0,126,21,7335.75,3,5,5,355,Loyal,444.18599386438893
13083.0,4,3,395.43,5,3,2,532,Potential,49.68111817252568
13084.0,492,1,122.39999999999999,1,1,1,111,Lost,0.0
13085.0,158,8,2433.28,3,4,4,344,Loyal,139.8690150075167
13086.0,383,1,439.33000000000004,2,1,2,212,Lost,0.0
13087.0,726,1,313.64,1,1,2,112,Lost,0.0
13088.0,417,1,236.11,1,1,1,111,Lost,0.0
13089.0,3,203,116737.86,5,5,5,555,Champions,7218.701496967406
13090.0,9,24,14103.09,5,5,5,555,Champions,1260.057747849335
13091.0,28,3,2321.82,4,3,4,434,Loyal,49.46418804850403
13092.0,71,12,2140.28,3,5,4,354,Loyal,125.03282512713646
13093.0,276,55,54943.65,2,5,5,255,Potential,0.040940883116201955
13094.0,21,13,2433.1200000000003,4,5,4,454,Champions,248.7992811069301
13095.0,71,1,74.39999999999999,3,1,1,311,Lost,0.0
13096.0,394,1,419.70000000000005,2,1,2,212,Lost,0.0
13097.0,33,28,13389.22,4,5,5,455,Champions,831.9321310635435
13098.0,1,28,28882.44,5,5,5,555,Champions,3632.421128466398
13099.0,99,1,207.35999999999999,3,1,1,311,Lost,0.0
13101.0,234,4,695.4,2,3,3,233,Potential,44.72354383222948
13102.0,1,37,11696.92,5,5,5,555,Champions,865.1737274709693
13103.0,40,3,709.64,4,3,3,433,Loyal,73.9824076910502
13104.0,3,9,1709.1,5,5,4,554,Champions,129.26008602732406
13105.0,436,1,72.0,1,1,1,111,Lost,0.0
13106.0,133,2,603.46,3,2,3,323,Potential,16.117685882351672
13107.0,44,9,5253.07,4,5,5,455,Champions,359.6081986242177
13108.0,373,2,1098.52,2,2,3,223,Potential,60.42221713682477
13109.0,60,3,1134.03,4,3,3,433,Loyal,102.34558099784961
13110.0,31,12,2957.4700000000003,4,5,5,455,Champions,180.6214885550672
13111.0,719,1,321.88000000000005,1,1,2,112,Lost,0.0
13112.0,541,1,20.6,1,1,1,111,Lost,0.0
13113.0,1,37,18625.73,5,5,5,555,Champions,1340.068468378284
13114.0,731,1,234.38,1,1,1,111,Lost,0.0
13115.0,12,10,5494.7,5,5,5,555,Champions,401.49536992221823
13116.0,138,1,501.14,3,1,2,312,Lost,0.0
13117.0,22,18,2643.81,4,5,4,454,Champions,192.4854711249411
13118.0,20,9,2415.41,4,5,4,454,Champions,248.3539854079386
13119.0,669,1,134.9,1,1,1,111,Lost,0.0
13120.0,239,1,30.599999999999998,2,1,1,211,Lost,0.0
13121.0,269,1,283.73,2,1,2,212,Lost,0.0
13122.0,94,2,922.39,3,2,3,323,Potential,5.831585441033378
13123.0,473,2,506.75,1,2,2,122,Lost,7.8628119807324275
13124.0,90,4,4782.45,3,3,5,335,Loyal,565.8009795501641
13125.0,524,1,158.57,1,1,1,111,Lost,0.0
13126.0,5,13,3998.25,5,5,5,555,Champions,273.8373689061255
13127.0,78,1,259.17,3,1,1,311,Lost,0.0
13128.0,631,1,263.5,1,1,1,111,Lost,0.0
13129.0,452,2,233.25,1,2,1,121,Lost,7.997000871849929
13130.0,94,1,64.0,3,1,1,311,Lost,0.0
13131.0,23,7,3313.77,4,4,5,445,Champions,226.94831418008513
13132.0,262,1,77.3,2,1,1,211,Lost,0.0
13133.0,274,3,200.45000000000002,2,3,1,231,Lost,11.63977432901255
13134.0,86,6,2475.23,3,4,4,344,Loyal,266.41093739000945
13135.0,197,2,3371.45,2,2,5,225,Potential,541.2928437321563
13136.0,56,13,6274.56,4,5,5,455,Champions,411.4862940239259
13137.0,11,16,7712.7,5,5,5,555,Champions,637.7054911880585
13138.0,22,7,1467.24,4,4,4,444,Champions,145.579997425441
13139.0,16,8,8202.98,5,4,5,545,Champions,591.8299285496266
13140.0,108,5,1215.68,3,4,4,344,Loyal,106.91114415849088
13141.0,85,17,7668.58,3,5,5,355,Loyal,483.1400086663834
13142.0,19,1,307.09,5,1,2,512,Lost,0.0
13143.0,585,1,405.1,1,1,2,112,Lost,0.0
13144.0,333,2,135.35,2,2,1,221,Lost,12.988969214695132
13145.0,40,7,1423.52,4,4,4,444,Champions,118.5716384392019
13146.0,26,1,228.91,4,1,1,411,Lost,0.0
13147.0,10,4,712.8000000000001,5,3,3,533,Loyal,213.9205249920193
13148.0,29,26,8621.81,4,5,5,455,Champions,551.5513118298916
13149.0,14,4,1676.06,5,3,4,534,Loyal,246.0917941298605
13150.0,484,3,449.96999999999997,1,3,2,132,Lost,20.09281647188871
13151.0,296,3,2580.7400000000002,2,3,4,234,Potential,148.27814439332363
13152.0,417,7,2146.38,1,4,4,144,At Risk,23.996304047539226
13153.0,6,1,486.22,5,1,2,512,Lost,0.0
13154.0,399,3,1624.84,2,3,4,234,Potential,93.89410269802504
13155.0,33,6,1750.18,4,4,4,444,Champions,166.27342268572548
13156.0,385,3,1586.54,2,3,4,234,Potential,59.54338062922831
13157.0,49,9,5687.36,4,5,5,455,Champions,451.7908905165457
13158.0,95,5,1508.18,3,4,4,344,Loyal,160.02080061268967
13159.0,9,4,1437.85,5,3,4,534,Loyal,328.88166980841027
13160.0,22,1,91.8,4,1,1,411,Lost,0.0
13161.0,313,2,478.88,2,2,2,222,Potential,15.315040996720999
13162.0,122,16,9275.49,3,5,5,355,Loyal,530.1600857445206
13163.0,610,1,17.65,1,1,1,111,Lost,0.0
13164.0,569,2,372.2,1,2,2,122,Lost,4.343604122035981
13165.0,46,3,1451.16,4,3,4,434,Loyal,167.96289979347918
13166.0,283,2,884.18,2,2,3,223,Potential,62.170172564978664
13167.0,19,5,1125.15,5,4,3,543,Loyal,110.3996817705475
13168.0,36,5,1875.31,4,4,4,444,Champions,140.6574483579268
13169.0,64,3,840.08,3,3,3,333,Loyal,91.13812667017787
13170.0,27,1,116.00999999999999,4,1,1,411,Lost,0.0
13171.0,22,3,468.41,4,3,2,432,Potential,69.54006915411247
13172.0,400,1,69.6,2,1,1,211,Lost,0.0
13173.0,4,11,2639.35,5,5,4,554,Champions,167.52048345338778
13174.0,16,12,9494.84,5,5,5,555,Champions,621.2117540028861
13175.0,582,2,831.45,1,2,3,123,Lost,27.89453388959716
13176.0,46,1,492.84,4,1,2,412,Lost,0.0
13177.0,65,2,512.2,3,2,2,322,Potential,61.189025120669626
13178.0,26,21,14059.19,4,5,5,455,Champions,893.8391034007989
13179.0,619,1,572.3100000000001,1,1,2,112,Lost,0.0
13180.0,607,1,86.10000000000001,1,1,1,111,Lost,0.0
13181.0,381,1,359.69,2,1,2,212,Lost,0.0
13182.0,45,1,121.18,4,1,1,411,Lost,0.0
13183.0,8,15,7036.18,5,5,5,555,Champions,502.39671629621006
13184.0,15,10,1701.29,5,5,4,554,Champions,226.41170688950803
13185.0,268,1,71.4,2,1,1,211,Lost,0.0
13186.0,40,3,1575.89,4,3,4,434,Loyal,206.72248104052315
13187.0,337,4,367.01,2,3,2,232,Potential,29.271423350761715
13188.0,11,1,114.60000000000001,5,1,1,511,Lost,0.0
13189.0,19,2,260.68,5,2,1,521,Lost,70.07709541475687
13190.0,544,3,570.66,1,3,2,132,Lost,15.069052737047949
13191.0,658,1,164.69,1,1,1,111,Lost,0.0
13192.0,95,6,2558.58,3,4,4,344,Loyal,157.53090242415107
13193.0,61,1,117.88,3,1,1,311,Lost,0.0
13194.0,136,2,472.78,3,2,2,322,Potential,12.597420834541872
13195.0,414,1,172.38,1,1,1,111,Lost,0.0
13196.0,11,7,3068.84,5,4,5,545,Champions,262.30874302247713
13197.0,610,1,373.01000000000005,1,1,2,112,Lost,0.0
13198.0,10,8,4974.2300000000005,5,4,5,545,Champions,475.65486600282327
13199.0,4,67,16432.89,5,5,5,555,Champions,1028.9472690241826
13200.0,19,4,870.09,5,3,3,533,Loyal,174.42134724400353
13201.0,502,4,1240.6100000000001,1,3,4,134,At Risk,15.0119715755554
13202.0,394,7,1580.3,2,4,4,244,Potential,30.68446451462819
13203.0,10,10,2648.25,5,5,4,554,Champions,166.74328419042553
13204.0,731,1,966.6600000000001,1,1,3,113,Lost,0.0
13205.0,443,1,2803.2,1,1,4,114,Lost,0.0
13206.0,400,13,8377.32,2,5,5,255,Potential,14.669682320985295
13207.0,15,4,535.86,5,3,2,532,Potential,33.7859727217336
13208.0,59,9,1988.5,4,5,4,454,Champions,137.62946783017995
13209.0,30,13,8509.51,4,5,5,455,Champions,613.3465898372742
13210.0,94,1,353.48,3,1,2,312,Lost,0.0
13211.0,10,10,2729.32,5,5,4,554,Champions,180.72873622440946
13212.0,20,3,788.08,4,3,3,433,Loyal,338.62720586122214
13213.0,57,11,3851.52,4,5,5,455,Champions,310.07109798997425
13214.0,418,7,3264.23,1,4,5,145,At Risk,15.53072877506062
13215.0,402,1,81.6,2,1,1,211,Lost,0.0
13216.0,268,1,333.74,2,1,2,212,Lost,0.0
13217.0,122,4,666.48,3,3,3,333,Loyal,51.0393653736948
13218.0,127,1,62.63999999999999,3,1,1,311,Lost,0.0
13219.0,618,1,76.23,1,1,1,111,Lost,0.0
13220.0,78,5,1336.0900000000001,3,4,4,344,Loyal,81.91698316959315
13221.0,240,2,847.41,2,2,3,223,Potential,61.684652796862245
13222.0,577,1,88.5,1,1,1,111,Lost,0.0
13223.0,200,6,969.1200000000001,2,4,3,243,Potential,57.32622362207202
13224.0,60,2,2155.95,4,2,4,424,Potential,402.19356128052453
13225.0,3,16,16260.07,5,5,5,555,Champions,1020.8511991452418
13226.0,273,2,312.46,2,2,2,222,Potential,16.685319582428132
13227.0,202,1,257.7,2,1,1,211,Lost,0.0
13228.0,81,1,358.0,3,1,2,312,Lost,0.0
13229.0,226,1,160.95,2,1,1,211,Lost,0.0
13230.0,4,30,6360.78,5,5,5,555,Champions,447.8779780105042
13232.0,13,7,1357.6,5,4,4,544,Champions,224.25355402101874
13233.0,74,4,1176.46,3,3,3,333,Loyal,82.31559994125242
13234.0,673,2,356.95,1,2,2,122,Lost,2.743340810306402
13235.0,212,1,1031.07,2,1,3,213,Lost,0.0
13236.0,24,2,744.85,4,2,3,423,Potential,165.2292541042952
13237.0,388,1,643.0,2,1,3,213,Lost,0.0
13238.0,17,6,1006.63,5,4,3,543,Loyal,84.35241513832324
13239.0,262,5,1594.69,2,4,4,244,Potential,97.10413534706859
13240.0,96,8,1738.52,3,4,4,344,Loyal,129.37541618701124
13241.0,412,1,115.58,1,1,1,111,Lost,0.0
